"municipio","region","nordeste","poblacion","poblacion_c","umbral","concejo_grande","n_concejales","pib_pc","prop_pobres","bancas_2000","mortalidad_infantil","mortalidad_postneonatal","matricula_primaria","ideb","burocratas","proyectos_servicios"
"M0500","Sudeste",0,64179,16560,47619,1,10,11.3,0.291,9,14.9,5.6,24.2,5.3,588,35
"M0501","Centro-Oeste",0,72696,25077,47619,1,10,10.1,0.3,10,13.1,4.5,27.6,4.2,619,46
"M0502","Nordeste",1,43924,-3695,47619,0,9,13.3,0.377,9,22.4,5.7,23.4,4,450,48
"M0503","Sul",0,51264,3645,47619,1,10,13.7,0.29,9,18.3,2.3,24,3.7,569,38
"M0504","Sudeste",0,36634,-10985,47619,0,9,11.7,0.387,9,19.9,7.1,30.8,5,501,33
"M0505","Nordeste",1,66615,18996,47619,1,10,14,0.355,9,14.8,5.9,28,4.8,591,55
"M0506","Norte",0,22243,-25376,47619,0,9,8.8,0.392,9,22.4,8.2,27.6,4.7,430,32
"M0507","Sudeste",0,41484,-6135,47619,0,9,13.9,0.391,9,18.9,6,20.8,4,497,31
"M0508","Norte",0,45260,-2359,47619,0,9,11.2,0.413,9,21.5,4.8,22.1,4.4,440,31
"M0509","Nordeste",1,53397,5778,47619,1,10,9.4,0.39,9,13.4,6.3,26.9,4.9,505,49
"M0510","Norte",0,67034,19415,47619,1,10,15.4,0.281,9,16.6,8.3,31.6,4.5,683,40
"M0511","Sudeste",0,23175,-24444,47619,0,9,8.6,0.392,9,22.9,6.6,27.6,4.4,436,25
"M0512","Nordeste",1,24923,-22696,47619,0,9,9.1,0.473,9,18.3,10.1,20.2,3.7,414,40
"M0513","Sul",0,50734,3115,47619,1,10,12.5,0.242,9,17.4,6.5,26.7,4.9,544,51
"M0514","Sudeste",0,66205,18586,47619,1,10,12.3,0.274,9,15.9,6.1,27,4.4,519,43
"M0515","Sudeste",0,43980,-3639,47619,0,9,14.1,0.409,9,21,6.5,26,4.1,463,51
"M0516","Sudeste",0,28984,-18635,47619,0,9,10.5,0.371,9,17.8,9.1,21.9,4.6,470,27
"M0517","Sudeste",0,59032,11413,47619,1,10,11.5,0.304,9,19.8,7,25.4,4.1,630,48
"M0518","Nordeste",1,46891,-728,47619,0,9,15.1,0.315,9,15.3,7.3,27.6,4.1,473,37
"M0519","Sudeste",0,26869,-20750,47619,0,9,8.6,0.333,9,25.1,6.7,17.6,4.1,451,32
"M0520","Sudeste",0,72564,24945,47619,1,10,17.8,0.231,9,18.1,6.5,28.1,4.2,611,52
"M0521","Nordeste",1,42311,-5308,47619,0,9,12,0.254,9,19.2,7.7,27.6,3.7,474,36
"M0522","Sul",0,64665,17046,47619,1,10,15.8,0.347,9,21.1,6.2,27.7,3.6,598,54
"M0523","Nordeste",1,40108,-7511,47619,0,9,10.3,0.44,9,21,7.8,24.8,4.4,456,33
"M0524","Centro-Oeste",0,72623,25004,47619,1,10,10.6,0.283,9,10.4,4.4,24.9,5.2,589,48
"M0525","Nordeste",1,58597,10978,47619,1,10,15.7,0.304,9,18.7,6.4,26.8,4.4,640,48
"M0526","Nordeste",1,58920,11301,47619,1,10,12,0.259,9,20.9,4.5,29.7,4.8,550,49
"M0527","Nordeste",1,32362,-15257,47619,0,9,9.7,0.367,9,23.5,5.3,26.5,4.2,412,47
"M0528","Sul",0,51675,4056,47619,1,10,14.9,0.372,9,18.4,7.3,27.7,5,548,63
"M0529","Sudeste",0,20304,-27315,47619,0,9,10.2,0.46,9,23.6,6.9,20.1,2.9,546,25
"M0530","Norte",0,33990,-13629,47619,0,9,10.8,0.32,9,21.8,5.9,19.2,3.4,487,44
"M0531","Sul",0,60070,12451,47619,1,10,10.1,0.345,9,16.8,5,21.2,4.2,633,45
"M0532","Sudeste",0,67117,19498,47619,1,10,15,0.274,9,12.3,6,33.6,5,592,56
"M0533","Sudeste",0,37856,-9763,47619,0,9,14.3,0.262,9,22.6,8.7,21.2,5.1,416,26
"M0534","Norte",0,53390,5771,47619,1,10,12.8,0.339,10,17.5,3.2,23.3,4.5,616,52
"M0535","Nordeste",1,62181,14562,47619,1,10,12.9,0.336,9,15.6,6.8,28,4.3,522,52
"M0536","Nordeste",1,22123,-25496,47619,0,9,11.7,0.386,9,16.8,7.5,24.4,4.5,516,23
"M0537","Sudeste",0,58795,11176,47619,1,10,11.2,0.382,9,21.1,7.5,27.6,4.1,599,47
"M0538","Nordeste",1,36806,-10813,47619,0,9,12.9,0.376,9,21.7,7.1,27.3,4,524,44
"M0539","Sul",0,65239,17620,47619,1,10,13.1,0.299,9,13,6.8,18.6,4.5,536,41
"M0540","Sudeste",0,49431,1812,47619,1,10,8.6,0.508,9,18.1,7.9,32.1,4.2,512,50
"M0541","Sudeste",0,64801,17182,47619,1,10,10.2,0.341,9,14.5,4,29.9,4.2,640,63
"M0542","Sul",0,48885,1266,47619,1,10,8.7,0.268,9,22.1,6.9,26,4.7,606,56
"M0543","Centro-Oeste",0,43580,-4039,47619,0,9,15.3,0.332,9,16.8,6.9,26.1,4.6,393,41
"M0544","Sul",0,56219,8600,47619,1,10,11.8,0.312,9,16.1,4.1,28,4.5,616,52
"M0545","Norte",0,24938,-22681,47619,0,9,6.9,0.372,9,23.7,4.2,25.2,4.8,390,37
"M0546","Sudeste",0,55013,7394,47619,1,10,11.5,0.358,9,17,6.4,29.3,4,563,42
"M0547","Sul",0,31416,-16203,47619,0,9,12.3,0.32,10,19.7,8.3,22.8,3.1,422,35
"M0548","Nordeste",1,26224,-21395,47619,0,9,10.6,0.421,9,18.7,8.2,23.9,4.8,411,29
"M0549","Sudeste",0,59390,11771,47619,1,10,14.3,0.369,9,16.5,6.2,29,4.8,592,46
"M0550","Nordeste",1,54854,7235,47619,1,10,13,0.336,9,21.2,4.3,24.8,4.1,552,51
"M0551","Norte",0,48168,549,47619,1,10,15.4,0.517,9,19.6,7.1,26.1,4.5,539,52
"M0552","Centro-Oeste",0,49497,1878,47619,1,10,13.7,0.257,9,18.9,9.4,25.9,4.7,591,41
"M0553","Sudeste",0,34713,-12906,47619,0,9,10.5,0.416,9,21.3,9.2,28.9,4.9,544,43
"M0554","Nordeste",1,69792,22173,47619,1,10,12.4,0.282,10,16.4,5.4,23.9,4.8,629,63
"M0555","Centro-Oeste",0,23086,-24533,47619,0,9,11.5,0.45,9,16.4,8.3,23.9,3.6,381,32
"M0556","Centro-Oeste",0,50098,2479,47619,1,10,11.3,0.3,9,18.4,6.3,22,4.7,581,39
"M0557","Nordeste",1,29613,-18006,47619,0,9,10.8,0.436,9,22.2,8,21.5,3.9,478,28
"M0558","Nordeste",1,62898,15279,47619,1,10,14.1,0.357,9,16.2,5.8,30.9,4.9,583,52
"M0559","Nordeste",1,44901,-2718,47619,0,9,13.1,0.374,9,20.1,5.2,23.2,3.6,479,54
"M0560","Nordeste",1,66091,18472,47619,1,10,11.8,0.366,9,14.1,5.3,29,4.9,540,51
"M0561","Sudeste",0,61083,13464,47619,1,10,14.2,0.32,9,21,5.4,30.1,4.7,599,58
"M0562","Sul",0,49210,1591,47619,1,10,14.6,0.354,9,12.2,6.9,27.1,4.1,514,48
"M0563","Nordeste",1,52711,5092,47619,1,10,12,0.259,9,16.6,4.4,20.9,5.5,537,61
"M0564","Nordeste",1,54837,7218,47619,1,10,13.9,0.36,9,15.4,7.5,26.2,4.8,658,55
"M0565","Sul",0,70253,22634,47619,1,10,15.2,0.275,9,20.4,3.7,26.3,5.8,622,58
"M0566","Sul",0,24369,-23250,47619,0,9,9.2,0.431,10,16,9,22.9,4.9,450,32
"M0567","Nordeste",1,52364,4745,47619,1,10,13.8,0.344,9,20.5,6.8,28.3,4.3,604,57
"M0568","Nordeste",1,28771,-18848,47619,0,9,9.3,0.423,9,22.4,7.1,25.8,3.7,487,40
"M0569","Norte",0,60106,12487,47619,1,10,12.5,0.329,10,12.2,7,30.9,5.3,541,46
"M0570","Centro-Oeste",0,63397,15778,47619,1,10,11.2,0.351,9,14,5.1,30.5,4.8,558,47
"M0571","Norte",0,39118,-8501,47619,0,9,11.3,0.299,9,21,6.3,24,4.3,508,31
"M0572","Sudeste",0,52123,4504,47619,1,10,12.8,0.424,10,22.3,6.7,21.8,5.2,594,62
"M0573","Norte",0,31989,-15630,47619,0,9,10.3,0.325,9,20.8,8.2,18.2,4.2,423,30
"M0574","Centro-Oeste",0,20680,-26939,47619,0,9,7.1,0.366,9,21.4,8.7,21,3.9,520,26
"M0575","Nordeste",1,48902,1283,47619,1,10,9.3,0.359,9,14.9,4.8,28.3,4.8,558,34
"M0576","Nordeste",1,39423,-8196,47619,0,9,11.9,0.4,9,22.1,6.7,26.3,5.1,464,35
"M0577","Sudeste",0,67504,19885,47619,1,10,15.9,0.253,9,16.9,5,27,4.8,666,45
"M0578","Sul",0,29674,-17945,47619,0,9,11.5,0.403,9,23.6,7.5,18.3,4.3,492,35
"M0579","Centro-Oeste",0,74689,27070,47619,1,10,14.1,0.295,9,17,6.9,27.4,4.9,632,52
"M0580","Sudeste",0,63851,16232,47619,1,10,12.6,0.254,9,15.1,6.5,26,4.4,674,45
"M0581","Sudeste",0,33483,-14136,47619,0,9,12.5,0.322,9,17.6,10,26.9,4.3,467,34
"M0582","Sudeste",0,21510,-26109,47619,0,9,8.2,0.424,9,16.8,9.4,25.3,3.7,538,33
"M0583","Nordeste",1,63406,15787,47619,1,10,16.3,0.389,10,15.9,6.6,21.7,4.2,605,62
"M0584","Nordeste",1,41589,-6030,47619,0,9,8.7,0.318,9,19.6,8.5,19.6,3.8,456,36
"M0585","Centro-Oeste",0,72323,24704,47619,1,10,12.3,0.389,9,14.2,4.9,21.6,4.9,622,41
"M0586","Sul",0,58403,10784,47619,1,10,9.2,0.276,10,18,5.8,26.8,3.7,600,57
"M0587","Nordeste",1,38608,-9011,47619,0,9,9.5,0.374,9,20.3,7.3,23.6,3.9,487,28
"M0588","Sudeste",0,48362,743,47619,1,10,9.9,0.329,10,21.3,6.2,28.9,4.3,611,48
"M0589","Centro-Oeste",0,54778,7159,47619,1,10,12.6,0.395,9,15.7,7,24.8,4,581,32
"M0590","Centro-Oeste",0,54697,7078,47619,1,10,14.7,0.331,9,18,4.2,25.1,5.8,579,50
"M0591","Norte",0,61780,14161,47619,1,10,12.3,0.331,9,15.8,4.7,27.6,4.2,595,44
"M0592","Sudeste",0,20230,-27389,47619,0,9,7.7,0.329,9,18.7,6.3,22.5,4.6,395,39
"M0593","Centro-Oeste",0,69793,22174,47619,1,10,11.5,0.379,9,16.3,7.4,30.1,4.3,565,59
"M0594","Sul",0,67257,19638,47619,1,10,14,0.367,9,15.7,3.9,27.5,5.5,673,51
"M0595","Nordeste",1,26024,-21595,47619,0,9,9.3,0.437,9,21.5,6.5,20.5,3.8,485,41
"M0596","Sudeste",0,70249,22630,47619,1,10,11.3,0.311,9,16,3.8,29.1,4.4,643,49
"M0597","Centro-Oeste",0,25571,-22048,47619,0,9,13.6,0.449,9,20.3,10,30.1,4,490,40
"M0598","Nordeste",1,59327,11708,47619,1,10,12.3,0.283,9,18.4,6.2,31.5,3.8,616,56
"M0599","Nordeste",1,50486,2867,47619,1,10,16.7,0.296,9,19.2,4.9,22.1,4.1,527,52
"M0600","Centro-Oeste",0,55767,8148,47619,1,10,17.7,0.384,9,13.9,5.4,29.8,5.2,585,52
"M0601","Sul",0,61884,14265,47619,1,10,11.1,0.375,9,16.9,4.1,27.8,4.2,652,53
"M0602","Sudeste",0,63511,15892,47619,1,10,13.6,0.374,9,17.5,5.7,28.3,4.8,526,58
"M0603","Sul",0,34496,-13123,47619,0,9,11.2,0.428,9,20.2,8.1,21.3,5.2,468,46
"M0604","Centro-Oeste",0,56192,8573,47619,1,10,16.2,0.28,9,10.5,6.6,23.8,4.3,556,53
"M0605","Sudeste",0,40640,-6979,47619,0,9,11.8,0.356,10,23,7.4,23,4.9,499,33
"M0606","Nordeste",1,59596,11977,47619,1,10,11.4,0.275,9,25.1,5.6,26.7,4.8,551,58
"M0607","Norte",0,67142,19523,47619,1,10,11.8,0.232,9,12.3,5.5,24.2,5,549,57
"M0608","Norte",0,34859,-12760,47619,0,9,10.3,0.425,9,18.5,6.4,18.9,4.1,521,29
"M0609","Centro-Oeste",0,71938,24319,47619,1,10,13.1,0.246,9,16.5,4.2,19,3.4,692,52
"M0610","Nordeste",1,65112,17493,47619,1,10,14.4,0.358,10,12.3,5.7,28.2,4.3,623,29
"M0611","Sul",0,57038,9419,47619,1,10,12.9,0.161,9,20.6,6,28,4.2,607,45
"M0612","Sul",0,59748,12129,47619,1,10,15.8,0.273,9,15.5,6,35.9,5,656,45
"M0613","Sul",0,45132,-2487,47619,0,9,14.6,0.306,9,22,8.8,29.1,5.3,500,36
"M0614","Centro-Oeste",0,42016,-5603,47619,0,9,10.7,0.38,9,19,8.9,19.5,4.5,471,43
"M0615","Norte",0,61956,14337,47619,1,10,10.5,0.309,9,18.7,5.4,26.4,4,680,45
"M0616","Nordeste",1,73814,26195,47619,1,10,17,0.35,9,17.4,7.6,23.3,3.9,596,49
"M0617","Sul",0,51425,3806,47619,1,10,14.2,0.328,9,13.7,4.6,21.9,5.5,523,49
"M0618","Sudeste",0,41015,-6604,47619,0,9,8.6,0.403,9,17.5,7.8,29.5,4.9,456,35
"M0619","Centro-Oeste",0,69849,22230,47619,1,10,12.2,0.25,9,11.7,4.3,28.8,5.1,624,52
"M0620","Sul",0,59094,11475,47619,1,10,12.7,0.258,9,20.3,5.6,28.4,5,600,42
"M0621","Centro-Oeste",0,55838,8219,47619,1,10,12.4,0.266,9,15.6,7.2,26.7,4.9,542,43
"M0622","Sul",0,45345,-2274,47619,0,9,14,0.315,9,18.6,5,25,4.6,401,39
"M0623","Sudeste",0,25000,-22619,47619,0,9,12.5,0.433,9,19.9,9.9,27.1,4.7,504,22
"M0624","Sudeste",0,24327,-23292,47619,0,9,5.6,0.385,9,20.6,6.8,25.9,3.6,441,37
"M0625","Norte",0,22956,-24663,47619,0,9,11.4,0.427,10,14.7,8.9,22.3,3.9,415,39
"M0626","Norte",0,67084,19465,47619,1,10,12.6,0.304,9,16.7,4.4,26.4,5.5,656,63
"M0627","Sudeste",0,30571,-17048,47619,0,9,12.1,0.367,9,27.2,7.2,27.5,4,519,32
"M0628","Sul",0,62263,14644,47619,1,10,12.9,0.28,9,16.1,5.5,30.5,5.4,618,48
"M0629","Sudeste",0,74907,27288,47619,1,10,15.6,0.369,9,15.8,4.5,29.5,4.6,651,50
"M0630","Sudeste",0,47771,152,47619,1,10,13.1,0.291,9,17.5,7.9,24,4.4,604,49
"M0631","Sudeste",0,38517,-9102,47619,0,9,11.4,0.381,10,17.3,6.2,21.1,3.6,481,33
"M0632","Centro-Oeste",0,71963,24344,47619,1,10,12.8,0.192,9,15.9,7.1,30.5,3.4,585,66
"M0633","Nordeste",1,46626,-993,47619,0,9,12.5,0.316,9,15.8,7.5,24.3,4.6,482,47
"M0634","Nordeste",1,36360,-11259,47619,0,9,8.9,0.4,9,20,8.5,21.2,5,516,30
"M0635","Sul",0,48336,717,47619,1,10,10.1,0.31,9,20.3,3.3,24.4,4.7,547,42
"M0636","Sudeste",0,66817,19198,47619,1,10,12.8,0.312,9,18.1,6,28.6,5.4,641,47
"M0637","Sudeste",0,66828,19209,47619,1,10,14.4,0.314,9,19,3.4,30.2,5.3,558,42
"M0638","Sudeste",0,47317,-302,47619,0,9,12.3,0.343,9,18,9.7,27.8,4.4,434,32
"M0639","Nordeste",1,34336,-13283,47619,0,9,7.2,0.286,9,19.9,9.8,23.2,3.7,505,46
"M0640","Sudeste",0,39108,-8511,47619,0,9,9.1,0.342,9,24.2,6.5,20,4.1,449,37
"M0641","Centro-Oeste",0,27846,-19773,47619,0,9,12.3,0.434,9,21.7,7.5,28.3,5.4,423,45
"M0642","Centro-Oeste",0,25721,-21898,47619,0,9,12.8,0.327,9,22.4,4.7,18.4,4.6,465,31
"M0643","Sul",0,51856,4237,47619,1,10,8.4,0.314,9,14.3,2.9,28.1,4,563,38
"M0644","Nordeste",1,50838,3219,47619,1,10,12.2,0.283,10,13.2,7.3,31.2,4.7,556,50
"M0645","Nordeste",1,55808,8189,47619,1,10,10.5,0.326,9,19.4,7.3,21.2,3.9,516,54
"M0646","Sul",0,25163,-22456,47619,0,9,11.7,0.453,9,21.8,7.1,20.9,3.7,412,42
"M0647","Sudeste",0,33663,-13956,47619,0,9,11.3,0.396,10,21.5,6.2,21.4,4.6,511,35
"M0648","Nordeste",1,61069,13450,47619,1,10,15.7,0.302,9,18.5,6.9,30.4,3.8,649,65
"M0649","Nordeste",1,74783,27164,47619,1,10,14,0.224,9,13.6,7.2,28.5,5,719,56
"M0650","Sudeste",0,42794,-4825,47619,0,9,8.1,0.339,9,21.4,5.5,26.8,4,452,45
"M0651","Nordeste",1,43934,-3685,47619,0,9,11.4,0.297,9,20.7,7.7,22.6,5.2,419,45
"M0652","Norte",0,21697,-25922,47619,0,9,9.8,0.375,9,19.7,6.5,21.3,4.4,410,26
"M0653","Sul",0,28406,-19213,47619,0,9,10.8,0.391,9,20.8,7.1,22.5,4,495,32
"M0654","Sudeste",0,51809,4190,47619,1,10,10.7,0.267,9,20.6,5,20.9,4.3,566,42
"M0655","Nordeste",1,61449,13830,47619,1,10,13,0.342,9,16.8,6.6,23.7,4.3,628,46
"M0656","Centro-Oeste",0,66489,18870,47619,1,10,14.3,0.317,9,16.3,5.9,26.1,4.8,608,57
"M0657","Sudeste",0,21398,-26221,47619,0,9,11.2,0.378,9,20.8,9.2,22.1,4.6,437,39
"M0658","Nordeste",1,58011,10392,47619,1,10,13.5,0.265,9,13.6,5.4,27.5,5.2,620,44
"M0659","Sul",0,39673,-7946,47619,0,9,12.2,0.408,9,17.7,6.1,21.4,4.5,456,32
"M0660","Centro-Oeste",0,61607,13988,47619,1,10,11.8,0.251,10,14.1,5.2,30.7,5.2,598,61
"M0661","Sudeste",0,49334,1715,47619,1,10,9.9,0.29,9,17.8,4.4,28.7,4.6,542,51
"M0662","Sudeste",0,53865,6246,47619,1,10,11.7,0.351,9,15.6,6.9,25.4,4.5,630,39
"M0663","Sudeste",0,34630,-12989,47619,0,9,8.3,0.359,9,23.8,7.2,24.2,3.7,444,52
"M0664","Norte",0,49134,1515,47619,1,10,10.6,0.372,9,16.7,8,26.2,5.4,548,44
"M0665","Nordeste",1,70029,22410,47619,1,10,12.7,0.332,9,20.2,5.9,30.3,4.7,577,56
"M0666","Sudeste",0,22746,-24873,47619,0,9,8.8,0.322,9,23.5,8.3,22.8,4.3,515,42
"M0667","Centro-Oeste",0,37393,-10226,47619,0,9,13.6,0.363,10,27.9,6.4,29.1,3.6,406,32
"M0668","Centro-Oeste",0,47781,162,47619,1,10,11.7,0.318,9,20.7,4.5,26.6,4.9,571,40
"M0669","Nordeste",1,67906,20287,47619,1,10,14.1,0.336,9,21.2,4.2,24.6,4.9,642,35
"M0670","Sudeste",0,27795,-19824,47619,0,9,9.1,0.393,9,17,7.2,20.5,4.6,417,48
"M0671","Sudeste",0,23569,-24050,47619,0,9,11.5,0.363,9,21.7,4.9,22.2,4.4,400,28
"M0672","Nordeste",1,56517,8898,47619,1,10,12.8,0.274,10,17.6,6.6,29.4,5,557,42
"M0673","Centro-Oeste",0,70309,22690,47619,1,10,12.7,0.264,9,18.5,3.3,30.3,4.5,546,50
"M0674","Sul",0,50262,2643,47619,1,10,9.3,0.446,9,20.6,6.2,29.3,4.4,628,39
"M0675","Sudeste",0,21044,-26575,47619,0,9,12.1,0.401,9,22.9,8.6,21.6,4.2,536,41
"M0676","Nordeste",1,33816,-13803,47619,0,9,11.3,0.338,9,20.1,7.1,24.1,4,493,39
"M0677","Sudeste",0,47690,71,47619,1,10,11.4,0.286,9,19.4,5.8,31.5,4.1,575,48
"M0678","Nordeste",1,44117,-3502,47619,0,9,13.3,0.43,9,21,8.3,23.8,4.6,462,42
"M0679","Norte",0,56910,9291,47619,1,10,13.6,0.285,9,17.9,6.4,34,5.2,542,53
"M0680","Norte",0,66190,18571,47619,1,10,16.5,0.271,9,13.8,7,28,5.4,596,50
"M0681","Norte",0,34120,-13499,47619,0,9,9.6,0.316,9,22.7,7.3,24.8,4.6,493,43
"M0682","Centro-Oeste",0,53279,5660,47619,1,10,12.6,0.27,9,14.7,6.8,26.1,4.8,584,45
"M0683","Norte",0,23070,-24549,47619,0,9,9.3,0.383,9,23.4,8,22.6,3.5,452,37
"M0684","Centro-Oeste",0,44609,-3010,47619,0,9,10.4,0.355,9,22.7,6.8,24.7,3.7,502,31
"M0685","Sudeste",0,54558,6939,47619,1,10,8.9,0.243,9,16.5,7.2,22.6,5,696,53
"M0686","Nordeste",1,46235,-1384,47619,0,9,9.6,0.295,9,24.2,9.5,22.8,5.4,514,51
"M0687","Sul",0,48273,654,47619,1,10,12.2,0.347,9,18.7,6.2,27.5,3.8,558,48
"M0688","Nordeste",1,34365,-13254,47619,0,9,10.6,0.398,9,23.6,10.5,24.5,4.3,369,34
"M0689","Centro-Oeste",0,62110,14491,47619,1,10,13,0.373,9,15.9,6.4,21.1,4.3,658,51
"M0690","Nordeste",1,23546,-24073,47619,0,9,13.5,0.38,9,26,7.4,18.9,4.3,521,27
"M0691","Nordeste",1,71418,23799,47619,1,10,9.6,0.25,9,19.2,7,26.9,4,611,58
"M0692","Nordeste",1,37299,-10320,47619,0,9,11.8,0.297,9,20.3,6.2,22.7,4.6,474,45
"M0693","Sudeste",0,26872,-20747,47619,0,9,8.5,0.405,9,18.7,6.3,28.1,3.8,437,37
"M0694","Sudeste",0,49843,2224,47619,1,10,13.3,0.513,9,12.6,4.9,26.7,4.9,653,37
"M0695","Sudeste",0,57620,10001,47619,1,10,14.4,0.282,9,15.1,6.9,28.1,5.3,573,44
"M0696","Sul",0,30484,-17135,47619,0,9,7.2,0.333,9,20.4,8.3,22.6,4.2,452,38
"M0697","Sudeste",0,26930,-20689,47619,0,9,12.8,0.386,10,17.4,8.1,24.5,4.3,538,29
"M0698","Sul",0,71551,23932,47619,1,10,14.1,0.331,10,15.8,5.1,27.5,4.7,568,48
"M0699","Centro-Oeste",0,69644,22025,47619,1,10,12.8,0.283,9,16.5,5.7,31.1,4.3,569,44
"M0700","Sudeste",0,21683,-25936,47619,0,9,12.1,0.397,9,21.6,5.7,21.9,4.2,520,37
"M0701","Nordeste",1,38771,-8848,47619,0,9,10.3,0.359,9,19.6,8.7,23.3,5,468,38
"M0702","Sudeste",0,53207,5588,47619,1,10,11.5,0.299,9,18.3,7.7,27.1,4.7,594,40
"M0703","Norte",0,63292,15673,47619,1,10,14,0.356,9,13.7,3.6,27.3,4.7,570,48
"M0704","Nordeste",1,26961,-20658,47619,0,9,10.1,0.342,10,21.3,7.6,25.6,3.7,403,34
"M0705","Nordeste",1,62083,14464,47619,1,10,11.8,0.29,9,16.6,5.9,30.5,4.7,579,42
"M0706","Nordeste",1,24916,-22703,47619,0,9,8.3,0.258,9,20.1,8,25.4,3.6,497,30
"M0707","Sul",0,32333,-15286,47619,0,9,15.3,0.283,9,21.7,6.5,24.3,3.9,434,31
"M0708","Sul",0,38360,-9259,47619,0,9,11.7,0.319,9,19.3,4.2,18.8,5.5,452,29
"M0709","Sudeste",0,21137,-26482,47619,0,9,8.2,0.334,9,16.2,10.4,25.9,3.7,428,26
"M0710","Sul",0,35941,-11678,47619,0,9,9.3,0.306,9,20.5,7.5,22.7,4.5,541,34
"M0711","Sul",0,36798,-10821,47619,0,9,11.7,0.322,10,18.1,7.5,30.7,4.2,460,39
"M0712","Norte",0,67291,19672,47619,1,10,15.8,0.311,9,18,5.9,27.5,4.8,544,46
"M0713","Norte",0,62187,14568,47619,1,10,13.4,0.413,9,14.9,6.9,25.7,4.7,656,57
"M0714","Norte",0,43270,-4349,47619,0,9,14.8,0.313,10,18,7.5,24.6,4.1,499,45
"M0715","Norte",0,63590,15971,47619,1,10,16,0.384,9,17.9,5.9,25.2,5.2,531,57
"M0716","Nordeste",1,25665,-21954,47619,0,9,9.2,0.386,10,20.2,9,20.5,4.4,479,37
"M0717","Nordeste",1,68397,20778,47619,1,10,13.5,0.255,9,16,4.1,23,4.4,630,57
"M0718","Centro-Oeste",0,32101,-15518,47619,0,9,8.6,0.317,9,24.3,7.1,22,5,609,46
"M0719","Sudeste",0,27431,-20188,47619,0,9,10.1,0.431,9,22.2,7.8,29.2,4.3,565,22
"M0720","Sul",0,58904,11285,47619,1,10,11,0.291,10,18.1,7.1,29.5,4.6,579,41
"M0721","Nordeste",1,42170,-5449,47619,0,9,11.9,0.322,9,21.8,6.8,24.6,4.2,519,52
"M0722","Sudeste",0,31906,-15713,47619,0,9,13.1,0.345,10,25,7.7,23.9,4.9,487,45
"M0723","Nordeste",1,58986,11367,47619,1,10,16,0.369,9,15.3,5,25.5,4.3,648,44
"M0724","Norte",0,74153,26534,47619,1,10,16.5,0.381,9,16.4,6,22.9,3.8,687,64
"M0725","Norte",0,32475,-15144,47619,0,9,12.2,0.395,9,20.9,4.4,22.1,4.7,482,32
"M0726","Nordeste",1,28028,-19591,47619,0,9,9,0.234,9,21.2,6.5,20.5,4.8,395,33
"M0727","Centro-Oeste",0,34144,-13475,47619,0,9,12.4,0.433,10,18.5,7.3,21,4.5,413,39
"M0728","Sul",0,62137,14518,47619,1,10,12.9,0.334,9,16.2,7.4,28.3,4.7,666,46
"M0729","Centro-Oeste",0,56888,9269,47619,1,10,13.3,0.264,9,16.9,3.1,26.7,4.1,634,43
"M0730","Nordeste",1,56235,8616,47619,1,10,11.2,0.381,9,17.8,5.9,22.3,4.8,583,49
"M0731","Nordeste",1,36410,-11209,47619,0,9,11.7,0.308,9,21.4,9.1,23.7,4.5,495,43
"M0732","Centro-Oeste",0,29184,-18435,47619,0,9,6.8,0.37,9,20.7,6.3,20.3,4.2,432,51
"M0733","Centro-Oeste",0,51241,3622,47619,1,10,13.3,0.304,9,18.3,4,30.4,4.5,515,42
"M0734","Sul",0,66906,19287,47619,1,10,12.1,0.291,10,12.2,6.6,23.5,3.9,667,55
"M0735","Sudeste",0,50051,2432,47619,1,10,16.4,0.355,9,13.7,6.5,26.9,4.4,665,41
"M0736","Nordeste",1,23614,-24005,47619,0,9,11.6,0.378,9,22.3,7.3,23.7,4.4,420,38
"M0737","Nordeste",1,59742,12123,47619,1,10,12.2,0.256,9,12.9,4.5,25.5,4.3,648,56
"M0738","Nordeste",1,47278,-341,47619,0,9,11.4,0.345,9,23,5.1,24.7,4.7,481,43
"M0739","Nordeste",1,33122,-14497,47619,0,9,15.1,0.498,9,22.7,7.8,22.3,3.9,563,37
"M0740","Sudeste",0,28289,-19330,47619,0,9,10.8,0.354,9,21.8,5.8,19,4,469,22
"M0741","Sudeste",0,72769,25150,47619,1,10,14.7,0.283,10,14.6,6.8,31.2,4.7,642,57
"M0742","Centro-Oeste",0,26896,-20723,47619,0,9,11.2,0.4,9,20.7,6.4,21.5,4.3,405,32
"M0743","Nordeste",1,38454,-9165,47619,0,9,6.1,0.408,10,15.9,8.2,21.4,4.2,431,44
"M0744","Sudeste",0,47355,-264,47619,0,9,13.1,0.338,9,17.9,6.7,19,3.5,528,44
"M0745","Norte",0,38700,-8919,47619,0,9,13,0.314,9,22.7,6.8,23.4,3.9,429,28
"M0746","Sul",0,63322,15703,47619,1,10,15.9,0.28,9,16.6,4.1,31.7,4.9,589,46
"M0747","Nordeste",1,44237,-3382,47619,0,9,15.4,0.344,9,22.4,4.4,24.2,4.8,527,32
"M0748","Centro-Oeste",0,43760,-3859,47619,0,9,10.4,0.294,9,21.3,4.6,23.1,4.5,512,47
"M0749","Nordeste",1,48576,957,47619,1,10,13.4,0.393,10,17.7,4.4,27.6,3.8,572,40
"M0750","Sul",0,55917,8298,47619,1,10,16.5,0.34,10,17.8,6.8,26,4.7,583,49
